document,question
05-monitoring/lessons/11-synthetic-data.md,"What does the script use to create a mock LLM call record, and what fields does it fill in?"
05-monitoring/lessons/11-synthetic-data.md,How does the lesson decide whether to add judge feedback or user feedback to a generated conversation?
05-monitoring/lessons/11-synthetic-data.md,"Why does the sample data generator run once every second, and how do you stop it?"
05-monitoring/lessons/11-synthetic-data.md,What command do you use to start the synthetic data generator script?
05-monitoring/lessons/12-grafana.md,Why would I use Grafana instead of the Streamlit dashboard for monitoring this app?
05-monitoring/lessons/12-grafana.md,How do I launch Grafana with Docker so it can use my existing Postgres data?
05-monitoring/lessons/12-grafana.md,What do I need to enter when I add PostgreSQL as a data source in Grafana?
05-monitoring/lessons/12-grafana.md,How should I write Grafana SQL queries so the charts follow the chosen time window and use time on the x-axis?
05-monitoring/lessons/12-grafana.md,"Which panel types does the lesson suggest for response time, token usage, model counts, relevance, user feedback, and recent conversations?"
05-monitoring/lessons/13-docker-compose.md,"Why use Docker Compose instead of starting PostgreSQL, Grafana, and the app one at a time?"
05-monitoring/lessons/13-docker-compose.md,What does the Streamlit container need in its Dockerfile to run the app?
05-monitoring/lessons/13-docker-compose.md,"Which environment variables are kept in the .env file, and what are they used for?"
05-monitoring/lessons/13-docker-compose.md,"How are the PostgreSQL, Grafana, and Streamlit services connected in the Compose setup?"
05-monitoring/lessons/13-docker-compose.md,"What commands do I run to start the full stack, initialize the database, and shut everything down?"
05-monitoring/lessons/14-next-steps.md,"What extra things did the monitoring setup add beyond the basic RAG app, and why do they matter?"
05-monitoring/lessons/14-next-steps.md,When should I build the logging and dashboard pieces myself instead of using tools like Langfuse or Logfire?
05-monitoring/lessons/14-next-steps.md,What are the main drawbacks of putting all the monitoring work straight into the request path in production?
05-monitoring/lessons/14-next-steps.md,Why is OpenTelemetry worth learning if I want to instrument an LLM app or agent?
05-monitoring/lessons/14-next-steps.md,What are some good follow-up projects if I want to extend the RAG monitoring setup after this lesson?
06-best-practices/lessons/01-intro.md,"What are the two main stages of a RAG system, and what happens in each one?"
06-best-practices/lessons/01-intro.md,Why does this lesson say retrieval quality matters so much in RAG?
06-best-practices/lessons/01-intro.md,What are the five RAG improvement methods covered in this module?
06-best-practices/lessons/01-intro.md,Why are hybrid search and reranking the main focus in this lesson?
06-best-practices/lessons/01-intro.md,How does small-to-big chunk retrieval work in practice?
06-best-practices/lessons/02-hybrid-search.md,How does hybrid search combine semantic vector search with exact keyword matching?
06-best-practices/lessons/02-hybrid-search.md,What is the formula used to merge vector and keyword scores in hybrid search?
06-best-practices/lessons/02-hybrid-search.md,How does reciprocal rank fusion decide which document should rank higher?
06-best-practices/lessons/02-hybrid-search.md,What does the parameter k do in reciprocal rank fusion?
06-best-practices/lessons/02-hybrid-search.md,How can this fusion method be extended to work with more than two search result lists?
06-best-practices/lessons/03-reranking.md,Why would I want to rerank search results after the first retrieval step?
06-best-practices/lessons/03-reranking.md,How does Reciprocal Rank Fusion combine two different result lists into one ranking?
06-best-practices/lessons/03-reranking.md,"What does the RRF formula use as its constant, and why does it matter?"
06-best-practices/lessons/03-reranking.md,"Can Elasticsearch do RRF on its own, and is it available on the free plan?"
06-best-practices/lessons/03-reranking.md,"If I want to build RRF myself, how do I merge vector and keyword hits and score documents?"
06-best-practices/lessons/04-langchain.md,How do you switch a hybrid Elasticsearch search over to LangChain without changing the index itself?
06-best-practices/lessons/04-langchain.md,What packages do I need to install to use LangChain with Elasticsearch and Hugging Face embeddings?
06-best-practices/lessons/04-langchain.md,"How is the hybrid search query built in LangChain, and how does it mix keyword matching with vector search?"
06-best-practices/lessons/04-langchain.md,How do you create an `ElasticsearchRetriever` in LangChain for the course questions index?
06-best-practices/lessons/04-langchain.md,Does using LangChain change the search results or evaluation scores compared with calling Elasticsearch directly?
06-best-practices/lessons/05-next-steps.md,How do hybrid search and keyword search work together to improve retrieval in RAG?
06-best-practices/lessons/05-next-steps.md,"What is reranking in retrieval, and why can something like RRF help results even if it's simple?"
06-best-practices/lessons/05-next-steps.md,"If I’m using LangChain with Elasticsearch, what does LangChain actually change compared with writing the query myself?"
06-best-practices/lessons/05-next-steps.md,"What is the idea behind small-to-big chunk retrieval, and why would I want to use ParentDocumentRetriever?"
06-best-practices/lessons/05-next-steps.md,How can document metadata or query rewriting be used to improve search before ranking?
07-project-example/lessons/01-intro.md,"What kind of app are they building in this project example, and what does it help users do?"
07-project-example/lessons/01-intro.md,How do they create the exercise dataset when they don’t already have a fitness FAQ database?
07-project-example/lessons/01-intro.md,What fields do they store for each exercise in the generated data?
07-project-example/lessons/01-intro.md,How is the search part of the RAG system set up with the exercise data?
07-project-example/lessons/01-intro.md,How do they combine search results and the language model to answer a user’s exercise question?
07-project-example/lessons/02-evaluating-retrieval.md,How do you check whether your retrieval step is working well in a RAG app?
07-project-example/lessons/02-evaluating-retrieval.md,What do you need to create first before you can measure search quality on this dataset?
07-project-example/lessons/02-evaluating-retrieval.md,How are the evaluation questions for each exercise generated and saved?
07-project-example/lessons/02-evaluating-retrieval.md,"Which metrics are used to score retrieval, and what do they tell you?"
07-project-example/lessons/02-evaluating-retrieval.md,How can you tune field boosts for search and then test if the tuned version is better?
07-project-example/lessons/03-evaluating-rag.md,"How do you check whether a RAG system’s answers are actually good, not just whether it found the right documents?"
07-project-example/lessons/03-evaluating-rag.md,"If I don’t have reference answers, how can I use an LLM to score a generated answer’s relevance to a question?"
07-project-example/lessons/03-evaluating-rag.md,"What are the relevance labels used to judge RAG outputs, and what do they mean in practice?"
07-project-example/lessons/03-evaluating-rag.md,How do you run a small evaluation on a sample of questions and save the results to a CSV file?
07-project-example/lessons/03-evaluating-rag.md,"How can I use this kind of evaluation to compare two models, like a cheaper one versus a more expensive one, for the same RAG setup?"
07-project-example/lessons/04-interface.md,"How do you turn the notebook into a real Python app with separate pieces for searching, ingestion, and the web server?"
07-project-example/lessons/04-interface.md,Why does this setup load the data when the app starts instead of running a separate import step first?
07-project-example/lessons/04-interface.md,"What fields does the search index use, and how is the search query weighted across them?"
07-project-example/lessons/04-interface.md,How is the prompt built for the model so it answers only from the exercise records?
07-project-example/lessons/04-interface.md,"What does the Flask endpoint expect in the request, and what does it return back to the client?"
07-project-example/lessons/05-monitoring.md,"How does the lesson add automatic answer scoring into the RAG pipeline, and what does it do with that score?"
07-project-example/lessons/05-monitoring.md,"What fields are stored when a chat response is written to PostgreSQL, and why are there separate tables for chats and feedback?"
07-project-example/lessons/05-monitoring.md,How is the feedback endpoint supposed to validate input before saving a thumbs-up or thumbs-down?
07-project-example/lessons/05-monitoring.md,"What services are included in the Docker Compose setup for this project, and how do they depend on each other?"
07-project-example/lessons/05-monitoring.md,How do you bring up the whole stack and initialize the database after starting the containers?
07-project-example/lessons/06-summary.md,What kinds of changes were made after the recording to improve the project?
07-project-example/lessons/06-summary.md,"How much did the whole project cost in OpenAI API usage, and what did that cost go toward?"
07-project-example/lessons/06-summary.md,What advice does the lesson give for building your own RAG project from scratch?
07-project-example/lessons/06-summary.md,How was the Grafana setup made automatic in the final version?
07-project-example/lessons/06-summary.md,What pieces are included in the finished fitness assistant project?
07-project-example/lessons/07-chunking.md,"How should I break up a long article, transcript, or PDF so it works well for search and embeddings?"
07-project-example/lessons/07-chunking.md,"If I have several blog posts or wiki pages, what IDs should I give the full articles and the smaller pieces?"
07-project-example/lessons/07-chunking.md,How do you check whether your chunking setup is actually good when you have multiple documents?
07-project-example/lessons/07-chunking.md,What’s the recommended way to handle books or other really long content for retrieval?
07-project-example/lessons/07-chunking.md,"Can an LLM help choose chunk boundaries, and why would that be better than cutting by length?"
